CHR	Location	Associated Gene (ORF)	Associated Gene (Name)	Alignability	Pho4 Occupancy ChIP No Pi	Pho4 Occupancy Input No Pi 	Pho4 Occupancy ChIP High Pi	Pho4 Occupancy Input High Pi	Pho4 Occupancy ChIP in pho80Δ	Pho4 Occupancy ChIP in pho80Δ cbf1Δ	Pho4 Occupancy ChIP in No Pi Pho2Δ	Pho2 Occupancy ChIP No Pi	Pho2 Occupancy Input No Pi 	Pho2 Occupancy ChIP High Pi	Pho2 Occupancy Input High Pi	Cbf1 Occupancy ChIP No Pi	Cbf1 Occupancy Input No Pi	Cbf1 Occupancy ChIP High Pi	Cbf1 Occupancy Input High Pi	Mock IP Occupancy ChIP No Pi	Mock IP Occupancy ChIP High Pi	Nucleosome High Pi	Nucleosome No Pi	Nucleosome cbf1Δ high Pi	PHO4 Enrichment No Pi	PHO4 Enrichment High Pi	Pho2 Enrichment No Pi	Pho2 Enrichment High Pi	Cbf1 Enrichment No Pi	Cbf1 Enrichment High Pi	Pho4 Recruitment (No Pi/ High Pi)	Pho2 Recruitment (No Pi/ High Pi)	Pho4 binding No Pi	Cbf1 binding No Pi	Pho4 binding High Pi	Cbf1 binding High Pi
chr6	148514	YFR001W 	LOC1 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6	163267	NA	NA	1	42	235	27	92	31	5	14	51	136	16	83	21	76	58	88	8	43	403	381	462	1.7	1.5	1.1	1	1.2	0.9	1.2	1.1	0	0	0	0
chr6	176087	YFR015C 	GSY1 	1	38	266	13	112	47	16	16	47	149	26	102	86	102	160	78	22	49	689	670	768	1.4	0.6	1	1.3	3.9	2.8	2.3	0.7	0	0	0	1
chr6	188355	NA	NA	1	12	154	6	61	16	5	5	21	110	10	74	9	29	2	62	0	2	353	378	301	0.7	0.5	0.6	0.7	1.4	0	1.6	0.8	0	0	0	0
chr6	195211	YFR021W 	AUT10 	1	53	187	14	80	42	22	13	46	113	21	66	41	56	44	85	12	21	653	527	515	2.7	0.9	1.2	1.6	3.3	0.7	3.1	0.8	0	0	0	0
chr6	209552	YFR028C 	CDC14 	1	48	246	18	87	52	10	10	30	130	10	89	29	105	63	82	16	44	105	358	634	1.9	1	0.7	0.6	1.3	1	1.8	1.2	0	0	0	0
chr6	213065	YFR030W 	MET10 	1	47	191	9	73	38	24	8	84	122	27	75	3415	73	8747	74	8	16	92	90	506	2.4	0.6	2.1	1.9	211.8	159.4	3.7	1.1	0	1	0	1
chr6	213083	YFR030W 	MET10 	1	51	198	12	78	40	32	10	106	125	36	77	3716	79	10344	77	9	21	87	94	489	2.4	0.8	2.6	2.4	214	182.1	3.1	1.1	0	1	0	1
chr6	213513	YFR030W 	MET10 	1	48	232	19	80	32	18	3	58	92	25	84	264	92	642	66	4	44	370	330	449	2	1.2	1.9	1.6	13	13.2	1.6	1.2	0	1	0	1
chr6	225023	YFR033C 	QCR6 	1	111	108	26	65	78	61	11	148	75	47	84	5612	102	25884	46	50	54	164	348	235	9.8	2	6	2.9	249.7	765.4	4.9	2	0	1	0	1
chr6	228166	NA	NA	1	43	176	24	76	53	18	13	50	99	13	72	51	81	147	66	14	44	443	466	439	2.3	1.6	1.5	1	2.8	3	1.5	1.6	0	0	0	1
chr6	234458	YFR040W YFR039C 	SAP155 YFR039C 	1	45	190	20	82	50	16	12	53	99	18	83	32	91	105	76	11	63	263	291	275	2.3	1.2	1.6	1.1	1.6	1.9	1.8	1.5	0	0	0	0
chr6	236096	NA	NA	1	31	164	19	64	32	22	8	56	93	22	78	295	48	457	63	0	31	479	375	448	1.8	1.5	1.8	1.5	28	9.9	1.2	1.2	0	0	0	1
chr6	248238	YFR049W 	YMR31 	1	23	144	8	45	11	10	0	60	71	15	43	1344	28	1928	39	1	13	96	59	633	1.5	0.9	2.6	1.9	216.6	67	1.8	1.4	0	1	0	1
chr6	255507	YFR053C 	HXK1 	1	111	159	30	65	100	78	35	77	88	9	54	244	77	444	40	14	15	393	238	279	6.6	2.3	2.7	0.9	14.4	15.1	2.9	2.9	1	1	0	1
chr6	263268	NA	NA	1	20	168	15	68	42	34	3	101	94	40	66	142	64	249	47	10	31	91	82	63	1.2	1.1	3.3	3.1	10	7.2	1.1	1	0	1	0	1
chr7	34922	YGL248W 	PDE1 	1	15	160	3	46	21	7	1	15	74	7	53	3	16	1	45	2	1	364	384	330	0.9	0.3	0.6	0.6	0.8	0	2.6	1	0	0	0	0
chr7	41873	YGL244W 	RTF1 	1	20	165	13	76	33	16	8	26	97	14	76	33	76	42	68	18	28	240	234	272	1.2	0.9	0.8	1	1.9	0.8	1.3	0.8	0	0	0	0
chr7	46652	NA	NA	1	9	146	2	46	19	1	4	16	60	3	46	4	20	3	44	1	8	272	456	297	0.6	0.3	0.8	0.3	0.9	0.1	2.2	2.4	0	0	0	0
chr7	68210	YGL228W 	SHE10 	1	27	214	9	73	29	19	11	57	80	22	75	42	70	62	83	14	46	535	525	538	1.2	0.6	2.1	1.5	2.7	1	1.9	1.4	0	0	0	0
chr7	94735	NA	NA	1	136	150	25	54	95	39	19	180	99	56	73	87	50	139	53	7	19	122	93	157	8.6	2.3	5.5	4	7.9	3.5	3.7	1.4	1	1	0	1
chr7	131590	YGL195W 	GCN1 	1	49	150	16	70	30	11	8	31	126	17	76	32	46	22	55	7	21	575	616	651	3.1	1.1	0.7	1.2	3.1	0.5	2.8	0.6	0	0	0	0
chr7	136409	NA	NA	1	26	125	38	66	30	30	12	34	108	17	77	80	73	198	63	19	39	324	458	368	2	2.9	1	1.2	5	4.2	0.7	0.8	0	0	0	1
chr7	142717	YGL193C YGL192W 	YGL193C IME4 	1	39	193	30	76	46	25	11	32	137	9	64	48	75	88	78	18	35	397	435	417	1.9	2	0.7	0.7	2.9	1.5	1	1	0	0	0	0
chr7	194110	YGL164C 	YGL164C 	1	39	191	14	69	43	13	12	46	142	19	70	71	75	182	65	16	35	634	451	555	1.9	1	1	1.4	4.3	3.8	1.9	0.7	0	1	0	1
chr7	226209	YGL150C YGL148W 	INO80 ARO2 	1	43	192	10	72	51	30	7	94	93	23	68	41	80	126	55	6	32	115	166	129	2.1	0.7	3.1	1.8	2.3	3.1	3.1	1.7	0	0	0	1
chr7	251809	NA	NA	1	13	174	8	51	29	10	6	31	75	6	51	57	29	58	54	6	7	499	352	472	0.7	0.7	1.2	0.6	9	1.5	0.9	2.1	0	1	0	0
chr7	269095	YGL129C 	RSM23 	1	6	124	13	46	24	10	1	27	69	4	53	17	38	25	51	10	15	811	711	633	0.5	1.5	1.2	0.3	2	0.7	0.3	3.5	0	0	0	0
chr7	271701	YGL126W YGL125W 	SCS3 MET13 	1	94	203	45	110	125	157	37	107	125	36	80	956	122	2507	84	28	60	373	708	426	4.4	2.1	2.6	2.3	35.7	40.4	2.1	1.1	0	1	0	1
chr7	271919	YGL125W 	MET13 	1	71	90	15	68	78	288	27	55	46	28	56	5012	76	20101	37	13	32	161	199	146	7.5	1.1	3.7	2.6	300.9	732.3	6.9	1.4	0	1	0	1
chr7	272000	YGL125W 	MET13 	1	69	151	26	91	71	211	22	122	84	30	85	10464	106	41840	65	14	41	159	242	146	4.4	1.4	4.4	1.8	449.2	876.3	3	2.4	0	1	0	1
chr7	322925	NA	NA	1	70	174	18	76	80	41	20	75	113	31	88	294	69	401	60	15	43	367	374	443	3.8	1.2	2	1.8	19.4	9	3.1	1.1	0	1	0	1
chr7	343928	YGL090W 	LIF1 	1	14	186	19	63	26	7	5	47	104	8	82	165	52	227	58	10	19	381	407	458	0.7	1.6	1.4	0.5	14.3	5.3	0.5	2.9	0	1	0	1
chr7	360844	NA	NA	1	34	189	12	66	32	12	6	30	115	14	60	21	50	20	56	7	17	396	469	472	1.7	0.9	0.8	1.2	1.9	0.5	1.9	0.6	0	0	0	0
chr7	365358	YGL076C 	RPL7A 	1	28	260	28	88	89	44	18	60	127	43	84	47	54	89	83	9	69	242	319	247	1	1.6	1.4	2.7	4	1.5	0.6	0.5	0	1	0	0
chr7	384712	YGL062W 	PYC1 	1	47	168	20	70	75	106	22	123	110	45	62	3638	107	12535	54	20	42	246	227	218	2.6	1.4	3.4	3.8	153.9	314.1	1.9	0.9	0	1	0	1
chr7	396792	NA	NA	1	33	174	20	86	52	21	5	57	120	19	86	809	90	1691	79	4	28	453	546	568	1.8	1.1	1.4	1.1	40.9	28.9	1.6	1.3	0	1	0	1
chr7	416071	NA	NA	1	26	157	18	68	39	11	4	33	93	11	50	14	41	17	44	7	33	508	549	523	1.6	1.3	1.1	1.2	1.6	0.5	1.2	0.9	0	0	0	0
chr7	419691	NA	NA	1	61	217	26	92	41	25	9	57	142	30	101	558	88	1375	71	18	41	360	354	354	2.7	1.4	1.2	1.6	28.8	26.1	1.8	0.8	0	1	0	1
chr7	433436	YGL035C 	MIG1 	1	129	138	11	78	175	78	37	119	93	27	80	129	96	348	44	11	42	225	220	170	8.9	0.7	3.9	1.8	6.1	10.8	12.4	2.2	1	1	0	1
chr7	444241	NA	NA	1	53	193	25	102	47	27	7	69	121	16	98	72	106	135	104	13	54	971	974	973	2.6	1.2	1.7	0.9	3.1	1.8	2.1	2	0	1	0	0
chr7	444885	NA	NA	1	34	226	24	79	22	14	8	44	102	14	79	23	83	41	67	10	40	330	322	251	1.4	1.5	1.3	0.9	1.3	0.8	0.9	1.4	0	0	0	0
chr7	454013	NA	NA	1	30	191	19	82	42	21	7	47	96	19	85	18	97	73	85	26	50	588	705	584	1.5	1.1	1.5	1.1	0.8	1.2	1.3	1.3	0	0	0	0
chr7	497033	YGL001C 	ERG26 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7	521923	YGR016W YGR015C 	YGR016W YGR015C 	1	29	234	18	73	50	16	10	48	129	13	69	201	68	372	62	9	35	707	563	728	1.2	1.3	1.1	1	13.4	8.2	0.9	1.1	0	1	0	1
chr7	547377	YGR032W 	GSC2 	1	38	146	15	86	55	143	20	96	91	35	88	3187	97	13226	52	15	71	144	150	102	2.5	0.9	3.2	2.1	149.4	341.8	2.8	1.5	0	1	0	1
chr7	554188	NA	NA	1	27	201	15	75	41	16	9	31	92	11	65	13	51	20	51	9	22	537	376	397	1.3	1	1	0.9	1.2	0.5	1.3	1.2	0	0	0	0
chr7	583430	YGR044C 	RME1 	1	30	234	22	76	36	20	14	48	118	16	76	27	91	106	73	11	37	530	414	528	1.2	1.5	1.2	1.1	1.3	2	0.8	1.1	0	0	0	1
chr7	591641	YGR049W 	SCM4 	1	31	200	17	96	48	38	7	104	134	31	91	2002	98	4216	64	10	27	140	112	293	1.5	0.9	2.4	1.8	92.6	89.2	1.7	1.3	0	1	0	1
chr7	591889	YGR049W 	SCM4 	1	32	176	12	67	37	54	9	72	95	19	72	2315	50	3874	70	5	34	302	389	514	1.7	0.9	2.3	1.4	209.2	74.8	1.9	1.7	0	1	0	1
chr7	609924	YGR060W 	ERG25 	1	98	183	59	98	139	170	47	160	106	79	71	4464	102	16981	68	33	113	110	113	65	5.1	3	4.6	5.8	198.1	335.9	1.7	0.8	0	1	0	1
chr7	639199	YGR077C 	PEX8 	1	31	191	19	67	31	11	7	70	121	11	66	23	93	49	73	21	35	677	504	745	1.5	1.4	1.8	0.9	1.1	0.9	1.1	2	0	0	0	0
chr7	644828	NA	NA	1	16	91	1	25	11	2	1	11	30	4	20	3	22	5	29	4	2	372	362	443	1.7	0.3	1	0.9	0.6	0.3	5.7	1.1	0	0	0	0
chr7	683206	NA	NA	1	18	178	7	61	41	14	11	27	97	12	64	35	35	26	48	3	14	690	615	621	1	0.6	0.8	1	4.6	0.7	1.6	0.8	0	0	0	0
chr7	683348	NA	NA	1	12	127	15	49	25	4	12	25	47	12	55	13	28	11	48	6	7	509	395	337	0.9	1.5	1.6	1.2	2.2	0.3	0.6	1.4	0	0	0	0
chr7	712833	YGR110W 	YGR110W 	1	9	181	12	55	26	11	6	26	68	6	54	605	32	410	76	1	18	647	660	633	0.5	1.1	1.1	0.5	86.2	7.3	0.4	2.2	0	1	0	1
chr7	731396	YGR120C 	COG2 	1	16	199	7	58	26	13	9	36	105	9	63	26	36	54	67	3	17	399	542	346	0.7	0.6	1	0.8	3.3	1.1	1.2	1.3	0	0	0	0
chr7	747356	NA	NA	1	11	177	7	63	25	7	9	32	92	9	54	188	41	203	50	9	8	295	298	249	0.6	0.6	1	0.9	20.9	5.5	1.1	1.2	0	1	0	1
chr7	785800	YGR146C 	YGR146C 	1	264	174	40	76	259	139	84	241	128	55	79	197	111	441	75	18	49	517	313	561	14.4	2.7	5.7	3.6	8.1	8	5.4	1.6	1	1	0	1
chr7	785950	YGR146C 	YGR146C 	1	106	213	26	92	107	92	29	222	125	29	104	597	76	390	80	19	29	680	451	384	4.7	1.4	5.4	1.5	35.8	6.6	3.3	3.7	0	1	0	1
chr7	798140	YGR154C YGR155W 	YGR154C CYS4 	1	94	242	6	86	52	25	9	141	126	32	85	1269	72	1001	73	7	22	409	315	601	3.7	0.4	3.4	2	79.8	18.6	9.8	1.7	1	1	0	1
chr7	809299	YGR161C 	YGR161C 	1	59	204	31	104	48	27	14	94	137	30	101	809	91	2295	98	25	47	483	675	542	2.8	1.5	2.1	1.6	40.4	31.9	1.9	1.3	0	1	0	1
chr7	890460	NA	NA	1	34	241	29	92	31	18	10	55	125	19	82	74	83	92	95	13	35	749	740	656	1.4	1.6	1.3	1.2	4.1	1.3	0.9	1.1	0	1	0	0
chr7	895217	YGR198W 	YGR198W 	1	43	226	21	88	27	14	20	31	154	11	73	11	73	26	63	14	38	418	470	490	1.8	1.2	0.6	0.8	0.7	0.6	1.5	0.7	0	0	0	0
chr7	902430	YGR200C 	ELP2 	1	19	187	15	67	41	31	7	106	113	13	58	900	58	1189	48	2	11	62	69	41	1	1.1	2.8	1.2	70.9	33.2	0.9	2.5	0	1	0	1
chr7	905702	YGR203W YGR204W 	YGR203W ADE3 	1	42	175	16	92	37	110	17	116	110	40	76	2694	79	7093	70	8	47	98	127	79	2.3	0.9	3.2	2.7	155.8	137.4	2.7	1.2	0	1	0	1
chr7	906020	YGR204W 	ADE3 	1	31	186	22	99	55	52	12	90	163	22	100	3539	99	8797	81	9	55	304	311	444	1.6	1.1	1.7	1.2	161.9	146.3	1.4	1.4	0	1	0	1
chr7	951412	YGR230W YGR229C 	BNS1 SMI1 	1	28	150	8	49	36	157	15	118	84	41	52	3640	34	4395	37	2	15	12	6	11	1.8	0.8	4.3	4.1	493.9	160.5	2.2	1	0	1	0	1
chr7	958551	YGR233C 	PHO81 	1	793	207	17	72	325	301	67	491	96	45	76	447	58	660	66	6	21	79	94	76	36.5	1.2	15.5	3.1	35.1	13.5	30.9	5	1	1	0	1
chr7	968758	YGR238C 	KEL2 	1	26	153	10	57	34	6	2	61	101	29	57	70	46	49	40	6	9	239	184	266	1.6	0.9	1.8	2.6	6.9	1.6	1.8	0.7	0	1	0	0
chr7	1000273	YGR254W 	ENO1 	1	342	162	15	69	285	277	46	262	109	66	67	594	99	2041	60	13	33	244	113	632	20.2	1.1	7.3	5.1	27.2	46.5	18.6	1.4	1	1	0	1
chr7	1021366	YGR264C 	MES1 	1	28	232	33	65	23	17	9	69	108	13	81	52	73	151	62	8	23	244	288	355	1.2	2.5	1.9	0.8	3.3	3.3	0.5	2.3	0	1	0	1
chr7	1051321	YGR280C 	PXR1 	1	26	175	18	58	27	11	11	43	91	14	61	33	73	87	56	18	33	298	288	317	1.4	1.6	1.4	1.2	2	2.1	0.9	1.2	0	0	0	0
chr7	1088946	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8	1960	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8	72401	NA	NA	1	19	191	5	69	25	6	10	35	105	7	64	11	61	12	49	3	28	429	523	723	0.9	0.4	1	0.6	0.8	0.3	2.6	1.7	0	0	0	0
chr8	79840	NA	NA	1	24	207	7	53	29	9	9	51	95	10	70	30	41	36	53	4	25	703	726	1076	1.1	0.7	1.6	0.8	3.3	0.9	1.7	2.1	0	0	0	0
chr8	98633	YHL007C YHL006C YHL004W 	STE20 SHU1 MRP4 	1	53	171	25	102	66	331	19	87	113	25	86	8358	85	29221	71	18	54	117	173	163	3	1.3	2.3	1.5	448.1	555.9	2.4	1.5	0	1	0	1
chr8	98660	YHL007C YHL006C YHL004W 	STE20 SHU1 MRP4 	1	58	185	30	107	54	332	10	72	125	22	88	8682	87	28382	83	19	41	180	298	190	3	1.4	1.8	1.3	452.3	464.7	2.1	1.3	0	1	0	1
chr8	120034	NA	NA	1	40	229	25	76	67	21	18	49	94	24	73	39	51	66	65	9	35	371	342	303	1.7	1.7	1.6	1.7	3.4	1.4	1	0.9	0	0	0	0
chr8	123885	YHR008C 	SOD2 	1	59	186	17	81	59	38	13	118	96	50	63	105	74	128	46	10	39	144	249	298	3	1.1	3.7	4.2	6.4	3.8	2.8	0.9	0	1	0	1
chr8	144761	NA	NA	1	32	211	20	100	50	17	10	34	124	17	84	25	116	101	96	15	59	86	277	70	1.5	1	0.8	1	1	1.4	1.5	0.8	0	0	0	0
chr8	157928	NA	NA	1	36	210	17	90	31	17	11	46	132	17	82	45	89	48	73	10	23	518	626	804	1.6	0.9	1.1	1.1	2.3	0.9	1.7	1	0	0	0	0
chr8	174712	YHR033W 	YHR033W 	1	63	176	16	94	86	172	17	59	112	19	72	3630	87	9173	58	25	61	278	301	458	3.4	0.8	1.6	1.4	188.9	214.8	4.1	1.2	0	1	0	1
chr8	174761	YHR033W 	YHR033W 	1	53	201	21	93	71	194	13	72	125	21	71	6246	87	14809	65	21	57	357	324	650	2.5	1.1	1.7	1.5	327.3	309.2	2.3	1.1	0	1	0	1
chr8	175332	YHR033W 	YHR033W 	1	139	145	32	82	172	217	50	141	86	43	73	458	89	1207	62	19	73	699	643	542	9.1	2	5	3.1	23.3	26.5	4.7	1.6	1	1	0	1
chr8	190303	YHR042W YHR041C 	NCP1 SRB2 	1	71	189	22	84	40	45	11	121	133	38	82	1102	97	2754	87	19	67	515	568	1168	3.6	1.3	2.8	2.4	51.5	43	2.7	1.1	0	1	0	1
chr8	198677	YHR046C 	INM1 	1	17	148	2	48	20	9	8	34	81	7	40	13	30	6	51	1	5	308	418	429	1.1	0.2	1.3	0.9	2	0.2	5.1	1.4	0	0	0	0
chr8	218309	YHR056C YHR057C 	RSC30 CPR2 	1	25	141	18	75	57	23	14	35	131	11	74	48	98	166	76	9	25	840	873	979	1.7	1.2	0.8	0.8	2.2	3	1.4	1	0	0	0	1
chr8	236176	YHR071W 	PCL5 	1	172	172	27	99	196	265	41	245	102	51	83	918	100	3137	80	18	76	145	283	286	9.5	1.4	7.3	3.2	41.7	53.4	6.9	2.3	1	1	0	1
chr8	247533	NA	NA	1	35	196	20	63	31	15	9	51	87	11	52	17	78	30	67	6	50	338	340	500	1.7	1.6	1.8	1.1	1	0.6	1.1	1.7	0	0	0	0
chr8	263175	YHR079C-A 	SAE3 	1	22	210	18	76	42	9	7	45	112	11	69	37	55	56	48	4	17	593	525	1103	1	1.2	1.2	0.9	3.1	1.6	0.8	1.4	0	0	0	0
chr8	272426	YHR083W YHR082C 	YHR083W KSP1 	1	35	174	11	80	55	25	6	75	123	20	55	207	102	569	55	6	33	795	534	669	1.9	0.7	1.9	1.9	9.2	13.9	2.8	1	0	1	0	1
chr8	279731	NA	NA	1	37	215	10	55	30	14	11	26	119	13	71	19	54	20	64	3	28	376	373	694	1.6	1	0.7	1	1.6	0.4	1.7	0.7	0	0	0	0
chr8	302561	YHR099W YHR098C 	TRA1 SFB3 	1	27	227	25	80	45	41	10	63	111	29	70	5378	58	8412	70	10	31	62	122	550	1.1	1.6	1.7	2.2	422	162.6	0.7	0.8	0	1	0	1
chr8	313708	NA	NA	1	8	191	27	71	28	15	2	31	128	18	68	222	55	195	68	3	15	687	599	720	0.4	1.9	0.7	1.4	18.3	3.9	0.2	0.5	0	1	0	1
chr8	320530	YHR103W 	SBE22 	1	47	168	20	69	33	11	12	42	101	19	77	26	84	91	72	19	55	358	539	731	2.6	1.5	1.3	1.3	1.4	1.7	1.8	1	0	0	0	0
chr8	321128	NA	NA	1	24	181	23	74	43	13	13	39	112	17	70	548	66	1580	70	9	57	253	295	530	1.3	1.6	1	1.2	37.5	30.5	0.8	0.8	0	1	0	1
chr8	328536	YHR107C YHR108W 	CDC12 GGA2 	1	37	177	16	63	30	26	10	44	104	21	67	37	63	77	71	9	24	686	776	1370	2	1.3	1.3	1.6	2.6	1.5	1.6	0.8	0	0	0	0
chr8	336025	YHR113W YHR112C 	YHR113W YHR112C 	1	18	179	11	65	39	12	7	58	103	23	62	148	51	84	75	4	35	271	258	585	0.9	0.9	1.7	1.9	13.2	1.5	1.1	0.9	0	1	0	0
chr8	355036	YHR123W 	EPT1 	1	40	237	12	77	26	11	8	51	105	20	67	7	55	26	66	2	28	694	778	1398	1.6	0.8	1.5	1.6	0.6	0.5	2	0.9	0	0	0	0
chr8	369481	YHR132W-A YHR132C 	YHR132W-A ECM14 	1	13	221	8	63	24	16	6	28	91	15	69	59	54	98	56	6	45	436	465	665	0.6	0.6	0.9	1.1	5	2.4	0.9	0.8	0	1	0	0
chr8	371971	YHR133C YHR134W 	YHR133C WSS1 	1	26	184	20	80	28	14	3	48	111	22	66	284	69	547	72	7	32	726	796	1395	1.3	1.3	1.3	1.8	18.6	10.2	1.1	0.7	0	1	0	1
chr8	375128	YHR135C YHR137W YHR136C 	YCK1 ARO9 SPL2 	1	3400	167	15	80	1977	1139	224	1898	91	33	65	1019	70	1445	54	22	30	83	90	118	194.3	0.9	63.5	2.7	66.1	36.3	209.3	23.8	1	1	0	1
chr8	375187	YHR135C YHR137W YHR136C 	YCK1 ARO9 SPL2 	1	4178	176	20	79	2319	1116	213	1630	103	35	82	886	79	1411	63	18	49	352	144	472	225.8	1.2	48.1	2.2	50.7	30.4	180.8	21.4	1	1	0	1
chr8	375244	YHR137W YHR136C 	ARO9 SPL2 	1	3153	188	16	81	1879	793	156	1377	104	37	86	386	76	485	63	13	43	659	166	726	159.9	1	40.1	2.3	23.1	10.4	160.9	17.8	1	1	0	1
chr8	383462	YHR142W YHR141C 	CHS7 RPL42B 	1	15	188	6	51	17	9	6	29	72	16	52	7	34	8	35	2	4	347	399	466	0.8	0.6	1.2	1.6	0.9	0.3	1.3	0.7	0	0	0	0
chr8	418197	YHR159W 	YHR159W 	1	27	180	16	65	23	6	7	44	113	9	75	25	66	121	59	17	32	624	589	1085	1.4	1.3	1.2	0.6	1.7	2.8	1.1	1.9	0	0	0	1
chr8	439894	YHR166C YHR168W YHR167W 	CDC23 YHR168W THP2 	1	28	176	14	63	27	8	6	39	117	15	84	88	53	116	75	9	13	452	428	735	1.5	1.1	1	0.9	7.5	2.1	1.4	1.1	0	1	0	1
chr8	446562	NA	NA	1	35	220	14	72	36	6	10	46	109	17	62	34	50	40	72	11	14	511	487	551	1.5	1	1.3	1.4	3.1	0.8	1.5	0.9	0	0	0	0
chr8	489463	NA	NA	1	20	177	16	68	45	16	6	45	109	12	69	32	76	69	67	22	32	522	623	965	1.1	1.2	1.3	0.9	1.9	1.4	0.9	1.4	0	0	0	0
chr8	508246	YHR205W 	SCH9 	1	22	190	28	69	52	22	20	56	86	20	76	174	70	370	61	4	30	457	418	697	1.1	2	2	1.4	11.4	8.2	0.6	1.4	0	1	0	1
chr8	509939	NA	NA	1	17	180	11	70	26	8	7	33	122	8	72	598	65	735	57	7	15	231	326	550	0.9	0.8	0.8	0.6	41.6	17.6	1.2	1.4	0	1	0	1
chr8	527850	NA	NA	1	26	189	21	76	101	39	16	49	110	12	63	75	81	170	60	6	21	965	794	1133	1.3	1.4	1.4	1	4.2	3.8	0.9	1.4	0	1	0	1
chr8	540347	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8	551818	YHR215W 	PHO12 	1	11	20	0	9	6	0	0	9	12	1	5	4	8	11	3	3	0	85	25	111	5.2	0.1	2.2	0.6	2.2	4.6	47.2	3.5	1	0	0	0
chr8	560399	YHR219W 	YHR219W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9	2403	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9	21753	NA	NA	1	48	87	10	30	33	107	14	106	44	24	26	2836	20	6108	26	4	4	81	159	152	5.2	1.7	7.4	4.7	658.4	320.8	3	1.6	0	1	0	1
chr9	76986	YIL145C 	PAN6 	1	28	173	24	74	43	19	9	49	137	15	89	128	105	493	73	5	86	256	422	309	1.5	1.7	1.1	0.9	5.5	9.2	0.9	1.3	0	1	0	1
chr9	96336	YIL135C 	YIL135C 	1	43	190	26	90	34	30	21	43	128	15	81	32	101	56	79	18	30	1153	711	1082	2.2	1.4	1	0.9	1.5	1	1.5	1.1	0	0	0	0
chr9	116942	YIL127C 	YIL127C 	1	8	155	5	46	20	6	2	17	94	4	45	27	30	15	50	2	2	490	479	416	0.5	0.5	0.5	0.5	4.2	0.4	0.9	1.2	0	0	0	0
chr9	117787	YIL126W YIL127C 	STH1 YIL127C 	1	19	180	12	74	34	35	7	94	117	29	80	3297	65	5718	51	5	10	35	24	28	1	0.8	2.4	1.9	232.3	151.4	1.2	1.3	0	1	0	1
chr9	121259	NA	NA	1	18	185	10	61	28	8	5	10	83	22	61	11	45	25	75	5	16	336	407	446	0.9	0.8	0.4	1.9	1.2	0.4	1.2	0.2	0	0	0	0
chr9	128216	YIL123W 	SIM1 	1	54	173	38	84	77	40	18	55	97	31	80	24	86	108	75	29	89	446	499	488	3	2.3	1.7	2.1	1.3	1.9	1.3	0.8	0	0	0	0
chr9	135381	NA	NA	1	25	212	45	82	48	21	4	77	117	15	77	34	70	44	55	17	45	568	564	507	1.1	2.8	2	1	2.2	1.1	0.4	2	0	0	0	0
chr9	144535	NA	NA	1	16	172	5	62	28	5	13	43	107	16	73	150	44	229	68	9	20	430	439	471	0.9	0.4	1.2	1.2	15.6	4.6	2	1	0	1	0	1
chr9	145414	NA	NA	1	37	184	18	84	36	15	9	49	106	8	65	28	72	60	80	5	30	270	445	232	1.9	1.1	1.4	0.7	1.8	1	1.8	2.1	0	0	0	0
chr9	179268	NA	NA	1	26	150	19	78	36	13	12	51	111	12	65	35	83	133	83	18	27	797	694	674	1.7	1.2	1.4	1	1.9	2.2	1.4	1.4	0	0	0	1
chr9	179515	YIL098C 	FMC1 	1	31	167	17	82	35	17	7	47	127	13	79	43	74	55	65	1	20	737	717	691	1.8	1.1	1.1	0.8	2.6	1.1	1.6	1.3	0	0	0	0
chr9	188654	YIL093C YIL092W 	RSM25 YIL092W 	1	34	193	21	91	56	13	7	55	117	13	98	20	78	40	101	5	50	716	553	689	1.7	1.1	1.4	0.7	1.1	0.5	1.5	2	0	0	0	0
chr9	194145	YIL090W 	YIL090W 	1	40	202	25	67	54	13	5	92	132	15	50	33	77	28	58	9	24	516	542	577	1.9	1.9	2.1	1.6	1.9	0.7	1	1.3	0	0	0	0
chr9	199581	YIL088C YIL087C 	YIL088C YIL087C 	1	16	191	4	81	21	8	2	45	111	15	85	580	73	377	72	4	7	613	537	672	0.8	0.2	1.2	0.9	36	7.1	3.2	1.3	0	1	0	1
